OCC_HOUR,LOCATION_TYPE,PREMISES_TYPE,MCI_CATEGORY,LONG_WGS84,LAT_WGS84
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.441734173278,43.6661294037466
2,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5148684910331,43.7223306825068
2,Homeless Shelter / Mission,Other,Assault,-79.2827180429544,43.7778723206886
2,Bar / Restaurant,Commercial,Assault,-79.4126129152299,43.6554563276581
3,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.4299755917261,43.720026940888
3,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3743113983367,43.6644734586647
3,Ttc Bus,Transit,Assault,-79.4353621706088,43.6598775908556
12,Ttc Subway Station,Transit,Assault,-79.382401296975,43.6613682396022
18,Bar / Restaurant,Commercial,Assault,-79.4288669351984,43.6810427228203
21,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3899838160329,43.6436978563964
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3899838160329,43.6436978563964
2,Convenience Stores,Commercial,Assault,-79.5118461057336,43.599320953244
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2827180429544,43.7778723206886
2,Homeless Shelter / Mission,Other,Assault,-79.2827180429544,43.7778723206886
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3934483940046,43.703305576132
10,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.357556374245,43.6597635475519
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2557528504645,43.7693816577223
11,Bar / Restaurant,Commercial,Assault,-79.3781399701398,43.6510410813095
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3983478758187,43.6790330027196
1,Bar / Restaurant,Commercial,Assault,-79.3212321388675,43.672464918499
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4408029745843,43.6626327209938
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.5205627514888,43.7394869758926
15,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.38263784138,43.6529642847298
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3629944858844,43.6914242428693
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4809588576875,43.6781454058387
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4210804456544,43.8018282515252
6,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2424722915212,43.7725211320277
22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.4148007961594,43.7166677652214
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3975017619564,43.7025058780777
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,-79.2460540141765,43.8243789304515
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.2835382899986,43.7670183800004
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3749430758467,43.6511794364646
4,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.230678232043,43.773493146563
12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.1833780700817,43.7704200187472
15,Ttc Subway Station,Transit,Assault,-79.3845922472876,43.6649310996906
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3701189610184,43.6561565368618
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.359301554176,43.6609280260459
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4735533571145,43.6866502808697
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3934483940046,43.703305576132
23,Homeless Shelter / Mission,Other,Assault,-79.3744510627995,43.6601961798157
19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2995264484437,43.7251726734226
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5535116535014,43.6456523191022
4,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2818705298263,43.6852477941967
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2865476862047,43.6916320785951
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2933273623777,43.7450257905784
17,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4241354829308,43.6375874388234
0,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Robbery,-79.2250747668766,43.7332333722306
0,Ttc Bus,Transit,Assault,-79.4460502991488,43.785911631157
18,Bar / Restaurant,Commercial,Assault,-79.4288669351984,43.6810427228203
18,Bar / Restaurant,Commercial,Assault,-79.4288669351984,43.6810427228203
6,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3370706200659,43.7821856333822
6,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.3874429780536,43.6649692639166
4,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.3318006517478,43.7522220179441
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5380713084773,43.6479987253585
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4236730407928,43.7266702907987
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3897801833039,43.6393072542622
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3714613576279,43.6494439998721
13,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3656537522593,43.6567875373823
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5315806297341,43.5889196864293
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3581588271732,43.6611918204238
18,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Break and Enter,-79.3799703459631,43.6540566122559
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.320396814318,43.6726606141574
6,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.1862222239397,43.7684028883572
21,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Break and Enter,-79.5423768321248,43.7520838840999
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.49423746878,43.6150650057481
2,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2630935269811,43.8168447424643
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2981558580723,43.7829032685203
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2951316713008,43.6960741669837
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2155682927258,43.7439418079834
21,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4125059147665,43.7791061299017
0,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4174107256444,43.6857775873342
10,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.357556374245,43.6597635475519
19,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4036098284458,43.6692138188738
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5524562458578,43.7141298762906
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3520977282349,43.7864804839544
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3017697387752,43.7471020207764
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5885084000835,43.644691823818
5,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5055919750354,43.5953955358384
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4933143307742,43.6611796428219
21,Nursing Home,Other,Assault,-79.4086301917432,43.7889388815126
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4881156252799,43.6395574051761
11,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5713844716471,43.7594044673272
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2951316713008,43.6960741669837
9,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.3446931475257,43.6372375019285
8,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.502825338298,43.7437359881606
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4824330710138,43.707531587991
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5165814324736,43.6938204457742
13,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3656537522593,43.6567875373823
2,Convenience Stores,Commercial,Assault,-79.5118461057336,43.599320953244
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4240417336926,43.6972648227118
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4415613945824,43.6366325429119
18,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4114205389466,43.6391684588267
20,Convenience Stores,Commercial,Assault,-79.3944273739022,43.6401995732497
1,"Gas Station (Self, Full, Attached Convenience)",Commercial,Assault,-79.6066547280403,43.744112128995
5,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.3271671760002,43.6825822325548
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4064771930871,43.7598584198748
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2239645037482,43.8311228949724
7,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3780045032177,43.6621310150676
6,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5075679739237,43.7475935122801
13,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3973405260454,43.7017880099379
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3917908551478,43.644742345316
6,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.3874429780536,43.6649692639166
12,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,Break and Enter,-79.4197815293997,43.6617744343265
17,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5978222403232,43.741189790039
14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5457232387919,43.6113627778517
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5165814324736,43.6938204457742
5,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4235496370075,43.6397169389751
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4411776350178,43.6396822237588
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.5077546053165,43.6481628645421
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4009194837165,43.6573221230826
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.5077546053165,43.6481628645421
4,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4381813722676,43.6664220961411
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2712067070582,43.7314279747231
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5075679739237,43.7475935122801
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2712067070582,43.7314279747231
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3749430758467,43.6511794364646
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4942931403801,43.7663417424052
0,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4941578092892,43.6725805258257
0,Ttc Subway Station,Transit,Assault,-79.382401296975,43.6613682396022
16,Homeless Shelter / Mission,Other,Assault,-79.2365681429442,43.788364245349
22,Ttc Subway Train,Transit,Assault,-79.3931470932938,43.6663663286525
22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3899838160329,43.6436978563964
21,Bar / Restaurant,Commercial,Assault,-79.3629980089409,43.6600810693846
16,Ttc Subway Station,Transit,Assault,-79.2587661154109,43.7732328616802
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4105260006161,43.753961166173
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2872736740541,43.6946450325789
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4064771930871,43.7598584198748
4,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.5187752216613,43.7195979858207
4,Ttc Bus,Transit,Assault,-79.2778343968266,43.6935474053502
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4941578092892,43.6725805258257
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4941578092892,43.6725805258257
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.5077546053165,43.6481628645421
13,Homeless Shelter / Mission,Other,Assault,-79.3625656395393,43.6568008435637
13,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4868760832605,43.6856696079709
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4942931403801,43.7663417424052
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2872736740541,43.6946450325789
21,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
13,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Break and Enter,-79.4207670904199,43.6374362795586
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4821350300388,43.6806258190238
8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5086306290584,43.7209091805647
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4177146904152,43.6516917396429
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5269023165285,43.7553063584339
10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3922022196268,43.6483965272397
0,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4588987920908,43.6377042499724
11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.3671794799654,43.6587125687298
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.4882282322468,43.6157307776998
19,Pharmacy,Other,Assault,-79.4200050280542,43.6439748764046
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5454632740068,43.6213701022685
3,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3549477924635,43.6412157225058
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3572979872468,43.6617862340872
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.2651736520155,43.7712369326907
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2651736520155,43.7712369326907
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4191048816672,43.702345513009
17,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3889218325498,43.6488059642649
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2168341462044,43.7467172764954
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4583325323649,43.6870933611824
6,"Gas Station (Self, Full, Attached Convenience)",Commercial,Auto Theft,-79.1997684542596,43.8019684652109
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4721097322341,43.7164544029271
15,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.329380404127,43.66728302846
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.5128292360734,43.6537928049128
1,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.2141902874118,43.7615272371432
7,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3655619162404,43.7187048615494
14,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.3371450548475,43.7016360617483
